folder,sample,file_path,expected,predicted,correct,time_seconds
goodware/5,5,challenge_ds/goodware/5/5,0,0,True,0.8455007076263428
goodware/5,6,challenge_ds/goodware/5/6,0,0,True,0.38840198516845703
goodware/5,7,challenge_ds/goodware/5/7,0,0,True,0.34369373321533203
goodware/5,8,challenge_ds/goodware/5/8,0,1,False,2.5778908729553223
goodware/5,9,challenge_ds/goodware/5/9,0,0,True,0.38798975944519043
goodware/6,1,challenge_ds/goodware/6/1,0,0,True,7.5295798778533936
goodware/6,10,challenge_ds/goodware/6/10,0,0,True,1.156489372253418
goodware/6,2,challenge_ds/goodware/6/2,0,0,True,1.256833791732788
goodware/6,3,challenge_ds/goodware/6/3,0,0,True,0.39251112937927246
goodware/6,4,challenge_ds/goodware/6/4,0,0,True,2.122196912765503
goodware/6,5,challenge_ds/goodware/6/5,0,0,True,2.945401668548584
goodware/6,6,challenge_ds/goodware/6/6,0,0,True,3.6907105445861816
goodware/6,7,challenge_ds/goodware/6/7,0,0,True,1.4567458629608154
goodware/6,8,challenge_ds/goodware/6/8,0,0,True,1.535050392150879
goodware/6,9,challenge_ds/goodware/6/9,0,0,True,7.2475669384002686
goodware/7,1,challenge_ds/goodware/7/1,0,1,False,0.9720783233642578
goodware/7,10,challenge_ds/goodware/7/10,0,1,False,1.7127387523651123
malware/1,1,challenge_ds/malware/1/1,1,1,True,0.8990697860717773
malware/1,10,challenge_ds/malware/1/10,1,1,True,0.934685230255127
malware/1,2,challenge_ds/malware/1/2,1,1,True,1.0118558406829834
malware/1,3,challenge_ds/malware/1/3,1,1,True,1.0153911113739014
malware/1,4,challenge_ds/malware/1/4,1,1,True,0.9212639331817627
malware/1,5,challenge_ds/malware/1/5,1,1,True,0.9126250743865967
malware/1,6,challenge_ds/malware/1/6,1,1,True,1.4759747982025146
malware/1,7,challenge_ds/malware/1/7,1,1,True,1.062675952911377
malware/1,8,challenge_ds/malware/1/8,1,1,True,1.533388614654541
malware/1,9,challenge_ds/malware/1/9,1,1,True,1.3368709087371826
malware/2,1,challenge_ds/malware/2/1,1,1,True,1.2592549324035645
malware/2,10,challenge_ds/malware/2/10,1,1,True,0.9898133277893066
malware/2,2,challenge_ds/malware/2/2,1,1,True,0.9089276790618896
malware/2,3,challenge_ds/malware/2/3,1,1,True,1.1476690769195557
malware/2,4,challenge_ds/malware/2/4,1,1,True,1.0669047832489014
malware/2,5,challenge_ds/malware/2/5,1,1,True,1.5749309062957764
malware/2,6,challenge_ds/malware/2/6,1,1,True,1.7889573574066162
malware/2,7,challenge_ds/malware/2/7,1,1,True,2.5387520790100098
malware/2,8,challenge_ds/malware/2/8,1,1,True,0.8983874320983887
malware/2,9,challenge_ds/malware/2/9,1,1,True,0.9240524768829346
malware/3,1,challenge_ds/malware/3/1,1,1,True,0.9202282428741455
malware/3,10,challenge_ds/malware/3/10,1,1,True,0.8889894485473633
malware/3,2,challenge_ds/malware/3/2,1,1,True,1.0129098892211914
malware/3,3,challenge_ds/malware/3/3,1,1,True,0.9316678047180176
malware/3,4,challenge_ds/malware/3/4,1,1,True,1.0603947639465332
malware/3,5,challenge_ds/malware/3/5,1,1,True,0.8907208442687988
malware/3,6,challenge_ds/malware/3/6,1,1,True,1.3287155628204346
malware/3,7,challenge_ds/malware/3/7,1,1,True,0.9617185592651367
malware/3,8,challenge_ds/malware/3/8,1,1,True,0.9451534748077393
malware/3,9,challenge_ds/malware/3/9,1,1,True,0.9644801616668701
malware/4,1,challenge_ds/malware/4/1,1,1,True,3.003326177597046
malware/4,10,challenge_ds/malware/4/10,1,1,True,2.4745497703552246
malware/4,2,challenge_ds/malware/4/2,1,1,True,1.0969269275665283
malware/4,3,challenge_ds/malware/4/3,1,1,True,0.9739341735839844
malware/4,4,challenge_ds/malware/4/4,1,0,False,2.600104331970215
malware/4,5,challenge_ds/malware/4/5,1,1,True,1.0887889862060547
malware/4,6,challenge_ds/malware/4/6,1,1,True,0.9886362552642822
malware/4,7,challenge_ds/malware/4/7,1,1,True,1.091181993484497
malware/4,8,challenge_ds/malware/4/8,1,1,True,2.5573434829711914
malware/4,9,challenge_ds/malware/4/9,1,1,True,0.9613580703735352
malware/5,1,challenge_ds/malware/5/1,1,1,True,0.9781012535095215
malware/5,10,challenge_ds/malware/5/10,1,1,True,1.296344518661499
malware/5,2,challenge_ds/malware/5/2,1,1,True,0.991703987121582
malware/5,3,challenge_ds/malware/5/3,1,1,True,1.1457626819610596
malware/5,4,challenge_ds/malware/5/4,1,1,True,1.6242547035217285
malware/5,5,challenge_ds/malware/5/5,1,1,True,1.2886366844177246
malware/5,6,challenge_ds/malware/5/6,1,1,True,1.0389978885650635
malware/5,7,challenge_ds/malware/5/7,1,1,True,1.1246874332427979
malware/5,8,challenge_ds/malware/5/8,1,1,True,1.2892217636108398
malware/5,9,challenge_ds/malware/5/9,1,1,True,1.281907320022583
malware/6,1,challenge_ds/malware/6/1,1,1,True,3.3480327129364014
malware/6,10,challenge_ds/malware/6/10,1,1,True,3.4455370903015137
malware/6,2,challenge_ds/malware/6/2,1,1,True,2.9579062461853027
malware/6,3,challenge_ds/malware/6/3,1,1,True,3.152001142501831
malware/6,4,challenge_ds/malware/6/4,1,1,True,1.766538381576538
malware/6,5,challenge_ds/malware/6/5,1,1,True,2.195570230484009
malware/6,6,challenge_ds/malware/6/6,1,1,True,2.418710470199585
malware/6,7,challenge_ds/malware/6/7,1,1,True,1.9683279991149902
malware/6,8,challenge_ds/malware/6/8,1,1,True,3.81746244430542
malware/6,9,challenge_ds/malware/6/9,1,1,True,1.334768295288086
malware/7,1,challenge_ds/malware/7/1,1,1,True,1.2028107643127441
malware/7,10,challenge_ds/malware/7/10,1,1,True,0.9140534400939941
malware/7,2,challenge_ds/malware/7/2,1,1,True,2.7997119426727295
malware/7,3,challenge_ds/malware/7/3,1,1,True,1.1500864028930664
malware/7,4,challenge_ds/malware/7/4,1,1,True,2.643515110015869
malware/7,5,challenge_ds/malware/7/5,1,1,True,0.8941199779510498
malware/7,6,challenge_ds/malware/7/6,1,1,True,1.3248414993286133
malware/7,7,challenge_ds/malware/7/7,1,1,True,1.8217380046844482
malware/7,8,challenge_ds/malware/7/8,1,1,True,1.961791753768921
malware/7,9,challenge_ds/malware/7/9,1,1,True,2.5847866535186768
malware/8,1,challenge_ds/malware/8/1,1,1,True,0.9513611793518066
malware/8,10,challenge_ds/malware/8/10,1,1,True,0.987497091293335
malware/8,2,challenge_ds/malware/8/2,1,1,True,0.945929765701294
malware/8,3,challenge_ds/malware/8/3,1,1,True,1.4409055709838867
malware/8,4,challenge_ds/malware/8/4,1,1,True,0.9780874252319336
malware/8,5,challenge_ds/malware/8/5,1,1,True,0.9737634658813477
malware/8,6,challenge_ds/malware/8/6,1,1,True,0.9247448444366455
malware/8,7,challenge_ds/malware/8/7,1,1,True,1.0231921672821045
malware/8,8,challenge_ds/malware/8/8,1,1,True,1.3372323513031006
malware/8,9,challenge_ds/malware/8/9,1,1,True,0.9857966899871826
malware/9,1,challenge_ds/malware/9/1,1,1,True,1.2656748294830322
malware/9,10,challenge_ds/malware/9/10,1,1,True,0.9384515285491943
malware/9,2,challenge_ds/malware/9/2,1,1,True,1.149548053741455
malware/9,3,challenge_ds/malware/9/3,1,1,True,1.0586771965026855
malware/9,4,challenge_ds/malware/9/4,1,1,True,0.9437985420227051
malware/9,5,challenge_ds/malware/9/5,1,1,True,1.076634168624878
malware/9,6,challenge_ds/malware/9/6,1,1,True,1.2187514305114746
malware/9,7,challenge_ds/malware/9/7,1,1,True,1.0134015083312988
malware/9,8,challenge_ds/malware/9/8,1,1,True,0.9508721828460693
malware/9,9,challenge_ds/malware/9/9,1,1,True,1.9668807983398438
malware/10,1,challenge_ds/malware/10/1,1,1,True,1.4585881233215332
malware/10,10,challenge_ds/malware/10/10,1,1,True,2.8403797149658203
malware/10,2,challenge_ds/malware/10/2,1,1,True,1.443899393081665
malware/10,3,challenge_ds/malware/10/3,1,1,True,1.7429628372192383
malware/10,4,challenge_ds/malware/10/4,1,1,True,1.2484538555145264
malware/10,5,challenge_ds/malware/10/5,1,1,True,1.2729902267456055
malware/10,6,challenge_ds/malware/10/6,1,1,True,1.0178778171539307
malware/10,7,challenge_ds/malware/10/7,1,1,True,0.9942402839660645
malware/10,8,challenge_ds/malware/10/8,1,1,True,1.1863422393798828
malware/10,9,challenge_ds/malware/10/9,1,1,True,1.3255996704101562
malware/11,1,challenge_ds/malware/11/1,1,0,False,1.4185593128204346
malware/11,10,challenge_ds/malware/11/10,1,1,True,1.5051932334899902
malware/11,2,challenge_ds/malware/11/2,1,1,True,1.5616962909698486
malware/11,3,challenge_ds/malware/11/3,1,0,False,1.6097803115844727
malware/11,4,challenge_ds/malware/11/4,1,0,False,1.7280547618865967
malware/11,5,challenge_ds/malware/11/5,1,1,True,2.2573788166046143
malware/11,6,challenge_ds/malware/11/6,1,1,True,1.8513824939727783
malware/11,7,challenge_ds/malware/11/7,1,1,True,1.255418300628662
malware/11,8,challenge_ds/malware/11/8,1,1,True,0.9460813999176025
malware/11,9,challenge_ds/malware/11/9,1,1,True,1.1898722648620605
